year,sector_id_six,home_based_status,county_id,total_number_of_jobs
2026,2,1,8047,0
2026,3,1,8047,15
2026,4,1,8047,0
2026,5,1,8047,3
2026,6,1,8047,12
2026,1,1,8059,113
2026,2,1,8059,141
2026,3,1,8059,3077
2026,4,1,8059,11
2026,5,1,8059,599
2026,6,1,8059,5142
2026,1,1,8123,3
2026,2,1,8123,9
2026,3,1,8123,331
2026,4,1,8123,0
2026,5,1,8123,37
2026,6,1,8123,322
2027,1,1,8001,241
2027,2,1,8001,361
2027,3,1,8001,7228
2027,4,1,8001,36
2027,5,1,8001,1030
2027,6,1,8001,5444
2027,1,1,8005,96
2027,2,1,8005,160
2027,3,1,8005,2947
2027,4,1,8005,20
2027,5,1,8005,638
2027,6,1,8005,10980
2027,1,1,8013,90
2027,2,1,8013,103
2027,3,1,8013,1381
2027,4,1,8013,10
2027,5,1,8013,374
2027,6,1,8013,3326
2027,1,1,8014,10
2027,2,1,8014,10
2027,3,1,8014,221
2027,4,1,8014,0
2027,5,1,8014,44
2027,6,1,8014,382
2027,1,1,8019,1
2027,2,1,8019,1
2027,3,1,8019,47
2027,4,1,8019,1
2027,5,1,8019,8
2027,6,1,8019,67
2027,1,1,8031,123
2027,2,1,8031,208
2027,3,1,8031,2638
2027,4,1,8031,29
2027,5,1,8031,491
2027,6,1,8031,5856
2027,1,1,8035,82
2027,2,1,8035,121
2027,3,1,8035,2033
2027,4,1,8035,5
2027,5,1,8035,383
2027,6,1,8035,3657
2027,1,1,8039,4
2027,2,1,8039,10
2027,3,1,8039,198
2027,4,1,8039,0
2027,5,1,8039,17
2027,6,1,8039,202
2027,1,1,8047,0
2027,2,1,8047,0
2027,3,1,8047,15
2027,4,1,8047,0
2027,5,1,8047,3
2027,6,1,8047,12
2027,1,1,8059,113
2027,2,1,8059,141
2027,3,1,8059,3060
2027,4,1,8059,11
2027,5,1,8059,596
2027,6,1,8059,5123
2027,1,1,8123,3
2027,2,1,8123,9
2027,3,1,8123,332
2027,4,1,8123,1
2027,5,1,8123,37
2027,6,1,8123,322
2028,1,1,8001,249
2028,2,1,8001,374
2028,3,1,8001,7405
2028,4,1,8001,36
2028,5,1,8001,1073
2028,6,1,8001,5498
2028,1,1,8005,96
2028,2,1,8005,160
2028,3,1,8005,2942
2028,4,1,8005,21
2028,5,1,8005,637
2028,6,1,8005,11253
2028,1,1,8013,91
2028,2,1,8013,101
2028,3,1,8013,1381
2028,4,1,8013,10
2028,5,1,8013,372
2028,6,1,8013,3311
2028,1,1,8014,10
2028,2,1,8014,10
2028,3,1,8014,219
2028,4,1,8014,0
2028,5,1,8014,43
2028,6,1,8014,379
2028,1,1,8019,1
2028,2,1,8019,1
2028,3,1,8019,47
2028,4,1,8019,1
2028,5,1,8019,7
2028,6,1,8019,67
2028,1,1,8031,120
2028,2,1,8031,208
2028,3,1,8031,2673
2028,4,1,8031,29
2028,5,1,8031,492
2028,6,1,8031,5883
2028,1,1,8035,84
2028,2,1,8035,123
2028,3,1,8035,2047
2028,4,1,8035,5
2028,5,1,8035,382
2028,6,1,8035,3691
2028,1,1,8039,4
2028,2,1,8039,10
2028,3,1,8039,198
2028,4,1,8039,0
2028,5,1,8039,17
2028,6,1,8039,202
2028,1,1,8047,0
2028,2,1,8047,0
2028,3,1,8047,15
2028,4,1,8047,0
2028,5,1,8047,3
2028,6,1,8047,12
2028,1,1,8059,113
2028,2,1,8059,139
2028,3,1,8059,3040
2028,4,1,8059,11
2028,5,1,8059,594
2028,6,1,8059,5099
2028,1,1,8123,3
2028,2,1,8123,9
2028,3,1,8123,332
2028,4,1,8123,1
2028,5,1,8123,37
2028,6,1,8123,326
2029,1,1,8001,255
2029,2,1,8001,373
2029,3,1,8001,7589
2029,4,1,8001,38
2029,5,1,8001,1073
2029,6,1,8001,5640
2029,1,1,8005,98
2029,2,1,8005,168
2029,3,1,8005,2942
2029,4,1,8005,20
2029,5,1,8005,673
2029,6,1,8005,11457
2029,1,1,8013,90
2029,2,1,8013,101
2029,3,1,8013,1379
2029,4,1,8013,10
2029,5,1,8013,369
2029,6,1,8013,3292
2029,1,1,8014,10
2029,2,1,8014,10
2029,3,1,8014,218
2029,4,1,8014,0
2029,5,1,8014,41
2029,6,1,8014,377
2029,1,1,8019,1
2029,2,1,8019,1
2029,3,1,8019,47
2029,4,1,8019,1
2029,5,1,8019,7
2029,6,1,8019,66
2029,1,1,8031,122
2029,2,1,8031,212
2029,3,1,8031,2696
2029,4,1,8031,29
2029,5,1,8031,496
2029,6,1,8031,5930
2029,1,1,8035,82
2029,2,1,8035,124
2029,3,1,8035,2057
2029,4,1,8035,5
2029,5,1,8035,384
2029,6,1,8035,3698
2029,1,1,8039,4
2029,2,1,8039,10
2029,3,1,8039,201
2029,4,1,8039,0
2029,5,1,8039,18
2029,6,1,8039,200
2029,1,1,8047,0
2029,2,1,8047,0
2029,3,1,8047,15
2029,4,1,8047,0
2029,5,1,8047,3
2029,6,1,8047,12
2029,1,1,8059,113
2029,2,1,8059,138
2029,3,1,8059,3021
2029,4,1,8059,11
2029,5,1,8059,592
2029,6,1,8059,5070
2029,1,1,8123,3
2029,2,1,8123,9
2029,3,1,8123,333
2029,4,1,8123,1
2029,5,1,8123,37
2029,6,1,8123,328
2030,1,1,8001,263
2030,2,1,8001,386
2030,3,1,8001,7777
2030,4,1,8001,39
2030,5,1,8001,1110
2030,6,1,8001,5759
2030,1,1,8005,99
2030,2,1,8005,166
2030,3,1,8005,2957
2030,4,1,8005,20
2030,5,1,8005,671
2030,6,1,8005,11654
2030,1,1,8013,89
2030,2,1,8013,101
2030,3,1,8013,1369
2030,4,1,8013,10
2030,5,1,8013,368
2030,6,1,8013,3280
2030,1,1,8014,10
2030,2,1,8014,10
2030,3,1,8014,217
2030,4,1,8014,0
2030,5,1,8014,40
2030,6,1,8014,374
2030,1,1,8019,1
2030,2,1,8019,1
2030,3,1,8019,46
2030,4,1,8019,1
2030,5,1,8019,7
2030,6,1,8019,66
2030,1,1,8031,122
2030,2,1,8031,212
2030,3,1,8031,2705
2030,4,1,8031,29
2030,5,1,8031,498
2030,6,1,8031,5953
2030,1,1,8035,83
2030,2,1,8035,123
2030,3,1,8035,2070
2030,4,1,8035,5
2030,5,1,8035,389
2030,6,1,8035,3751
2030,1,1,8039,5
2030,2,1,8039,10
2030,3,1,8039,202
2030,4,1,8039,0
2030,5,1,8039,18
2030,6,1,8039,205
2030,1,1,8047,0
2030,2,1,8047,0
2030,3,1,8047,15
2030,4,1,8047,0
2030,5,1,8047,3
2030,6,1,8047,12
2030,1,1,8059,111
2030,2,1,8059,137
2030,3,1,8059,3007
2030,4,1,8059,11
2030,5,1,8059,588
2030,6,1,8059,5037
2030,1,1,8123,3
2030,2,1,8123,11
2030,3,1,8123,332
2030,4,1,8123,1
2030,5,1,8123,37
2030,6,1,8123,329
2031,1,1,8001,265
2031,2,1,8001,385
2031,3,1,8001,7970
2031,4,1,8001,40
2031,5,1,8001,1133
2031,6,1,8001,5882
2031,1,1,8005,103
2031,2,1,8005,178
2031,3,1,8005,2962
2031,4,1,8005,20
2031,5,1,8005,683
2031,6,1,8005,11890
2031,1,1,8013,89
2031,2,1,8013,101
2031,3,1,8013,1366
2031,4,1,8013,10
2031,5,1,8013,367
2031,6,1,8013,3273
2031,1,1,8014,10
2031,2,1,8014,10
2031,3,1,8014,216
2031,4,1,8014,0
2031,5,1,8014,40
2031,6,1,8014,373
2031,1,1,8019,1
2031,2,1,8019,1
2031,3,1,8019,46
2031,4,1,8019,1
2031,5,1,8019,7
2031,6,1,8019,66
2031,1,1,8031,124
2031,2,1,8031,212
2031,3,1,8031,2727
2031,4,1,8031,29
2031,5,1,8031,504
2031,6,1,8031,5990
2031,1,1,8035,84
2031,2,1,8035,124
2031,3,1,8035,2083
2031,4,1,8035,5
2031,5,1,8035,389
2031,6,1,8035,3762
2031,1,1,8039,5
2031,2,1,8039,10
2031,3,1,8039,202
2031,4,1,8039,0
2031,5,1,8039,18
2031,6,1,8039,209
2031,1,1,8047,0
2031,2,1,8047,0
2031,3,1,8047,15
2031,4,1,8047,0
2031,5,1,8047,3
2031,6,1,8047,12
2031,1,1,8059,110
2031,2,1,8059,137
2031,3,1,8059,2992
2031,4,1,8059,11
2031,5,1,8059,587
2031,6,1,8059,5012
2031,1,1,8123,3
2031,2,1,8123,11
2031,3,1,8123,333
2031,4,1,8123,1
2031,5,1,8123,37
2031,6,1,8123,330
2032,1,1,8001,274
2032,2,1,8001,394
2032,3,1,8001,8170
2032,4,1,8001,44
2032,5,1,8001,1170
2032,6,1,8001,6018
2032,1,1,8005,101
2032,2,1,8005,177
2032,3,1,8005,2956
2032,4,1,8005,17
2032,5,1,8005,683
2032,6,1,8005,12118
2032,1,1,8013,88
2032,2,1,8013,101
2032,3,1,8013,1361
2032,4,1,8013,10
2032,5,1,8013,365
2032,6,1,8013,3259
2032,1,1,8014,10
2032,2,1,8014,10
2032,3,1,8014,216
2032,4,1,8014,0
2032,5,1,8014,40
2032,6,1,8014,372
2032,1,1,8019,1
2032,2,1,8019,1
2032,3,1,8019,46
2032,4,1,8019,1
2032,5,1,8019,7
2032,6,1,8019,65
2032,1,1,8031,125
2032,2,1,8031,216
2032,3,1,8031,2751
2032,4,1,8031,29
2032,5,1,8031,507
2032,6,1,8031,6001
2032,1,1,8035,85
2032,2,1,8035,124
2032,3,1,8035,2101
2032,4,1,8035,5
2032,5,1,8035,393
2032,6,1,8035,3796
2032,1,1,8039,5
2032,2,1,8039,10
2032,3,1,8039,205
2032,4,1,8039,1
2032,5,1,8039,18
2032,6,1,8039,216
2032,1,1,8047,0
2032,2,1,8047,0
2032,3,1,8047,15
2032,4,1,8047,0
2032,5,1,8047,3
2032,6,1,8047,12
2032,1,1,8059,110
2032,2,1,8059,136
2032,3,1,8059,2971
2032,4,1,8059,11
2032,5,1,8059,583
2032,6,1,8059,4989
2032,1,1,8123,3
2032,2,1,8123,12
2032,3,1,8123,336
2032,4,1,8123,1
2032,5,1,8123,37
2032,6,1,8123,332
2033,1,1,8001,281
2033,2,1,8001,407
2033,3,1,8001,8361
2033,4,1,8001,44
2033,5,1,8001,1201
2033,6,1,8001,6113
2033,1,1,8005,101
2033,2,1,8005,176
2033,3,1,8005,2967
2033,4,1,8005,17
2033,5,1,8005,683
2033,6,1,8005,12398
2033,1,1,8013,88
2033,2,1,8013,101
2033,3,1,8013,1355
2033,4,1,8013,11
2033,5,1,8013,363
2033,6,1,8013,3246
2033,1,1,8014,10
2033,2,1,8014,10
2033,3,1,8014,214
2033,4,1,8014,0
2033,5,1,8014,40
2033,6,1,8014,370
2033,1,1,8019,1
2033,2,1,8019,1
2033,3,1,8019,46
2033,4,1,8019,1
2033,5,1,8019,7
2033,6,1,8019,65
2033,1,1,8031,126
2033,2,1,8031,218
2033,3,1,8031,2768
2033,4,1,8031,29
2033,5,1,8031,516
2033,6,1,8031,6031
2033,1,1,8035,87
2033,2,1,8035,123
2033,3,1,8035,2117
2033,4,1,8035,5
2033,5,1,8035,396
2033,6,1,8035,3819
2033,1,1,8039,5
2033,2,1,8039,10
2033,3,1,8039,206
2033,4,1,8039,1
2033,5,1,8039,18
2033,6,1,8039,216
2033,1,1,8047,0
2033,2,1,8047,0
2033,3,1,8047,15
2033,4,1,8047,0
2033,5,1,8047,3
2033,6,1,8047,12
2033,1,1,8059,108
2033,2,1,8059,136
2033,3,1,8059,2956
2033,4,1,8059,11
2033,5,1,8059,581
2033,6,1,8059,4953
2033,1,1,8123,4
2033,2,1,8123,12
2033,3,1,8123,338
2033,4,1,8123,1
2033,5,1,8123,37
2033,6,1,8123,334
2034,1,1,8001,291
2034,2,1,8001,409
2034,3,1,8001,8554
2034,4,1,8001,45
2034,5,1,8001,1203
2034,6,1,8001,6250
2034,1,1,8005,99
2034,2,1,8005,186
2034,3,1,8005,2963
2034,4,1,8005,17
2034,5,1,8005,721
2034,6,1,8005,12612
2034,1,1,8013,88
2034,2,1,8013,101
2034,3,1,8013,1350
2034,4,1,8013,11
2034,5,1,8013,362
2034,6,1,8013,3228
2034,1,1,8014,10
2034,2,1,8014,10
2034,3,1,8014,213
2034,4,1,8014,0
2034,5,1,8014,39
2034,6,1,8014,365
2034,1,1,8019,1
2034,2,1,8019,1
2034,3,1,8019,46
2034,4,1,8019,1
2034,5,1,8019,7
2034,6,1,8019,65
2034,1,1,8031,128
2034,2,1,8031,218
2034,3,1,8031,2796
2034,4,1,8031,29
2034,5,1,8031,517
2034,6,1,8031,6066
2034,1,1,8035,86
2034,2,1,8035,123
2034,3,1,8035,2128
2034,4,1,8035,5
2034,5,1,8035,399
2034,6,1,8035,3850
2034,1,1,8039,5
2034,2,1,8039,10
2034,3,1,8039,213
2034,4,1,8039,1
2034,5,1,8039,20
2034,6,1,8039,221
2034,1,1,8047,0
2034,2,1,8047,0
2034,3,1,8047,15
2034,4,1,8047,0
2034,5,1,8047,2
2034,6,1,8047,12
2034,1,1,8059,107
2034,2,1,8059,136
2034,3,1,8059,2941
2034,4,1,8059,11
2034,5,1,8059,577
2034,6,1,8059,4930
2034,1,1,8123,4
2034,2,1,8123,12
2034,3,1,8123,339
2034,4,1,8123,1
2034,5,1,8123,37
2034,6,1,8123,337
2035,1,1,8001,298
2035,2,1,8001,422
2035,3,1,8001,8752
2035,4,1,8001,46
2035,5,1,8001,1248
2035,6,1,8001,6342
2035,1,1,8005,99
2035,2,1,8005,186
2035,3,1,8005,2971
2035,4,1,8005,16
2035,5,1,8005,719
2035,6,1,8005,12869
2035,1,1,8013,86
2035,2,1,8013,101
2035,3,1,8013,1349
2035,4,1,8013,11
2035,5,1,8013,358
2035,6,1,8013,3217
2035,1,1,8014,10
2035,2,1,8014,10
2035,3,1,8014,212
2035,4,1,8014,0
2035,5,1,8014,39
2035,6,1,8014,364
2035,1,1,8019,1
2035,2,1,8019,1
2035,3,1,8019,46
2035,4,1,8019,1
2035,5,1,8019,7
2035,6,1,8019,64
2035,1,1,8031,130
2035,2,1,8031,217
2035,3,1,8031,2796
2035,4,1,8031,29
2035,5,1,8031,518
2035,6,1,8031,6099
2035,1,1,8035,87
2035,2,1,8035,124
2035,3,1,8035,2148
2035,4,1,8035,6
2035,5,1,8035,403
2035,6,1,8035,3871
2035,1,1,8039,5
2035,2,1,8039,10
2035,3,1,8039,215
2035,4,1,8039,1
2035,5,1,8039,20
2035,6,1,8039,230
2035,1,1,8047,0
2035,2,1,8047,0
2035,3,1,8047,15
2035,4,1,8047,0
2035,5,1,8047,2
2035,6,1,8047,12
2035,1,1,8059,107
2035,2,1,8059,135
2035,3,1,8059,2928
2035,4,1,8059,11
2035,5,1,8059,572
2035,6,1,8059,4906
2035,1,1,8123,4
2035,2,1,8123,12
2035,3,1,8123,342
2035,4,1,8123,1
2035,5,1,8123,37
2035,6,1,8123,341
2036,1,1,8001,297
2036,2,1,8001,427
2036,3,1,8001,8928
2036,4,1,8001,46
2036,5,1,8001,1291
2036,6,1,8001,6436
2036,1,1,8005,107
2036,2,1,8005,195
2036,3,1,8005,2985
2036,4,1,8005,16
2036,5,1,8005,708
2036,6,1,8005,13128
2036,1,1,8013,86
2036,2,1,8013,101
2036,3,1,8013,1349
2036,4,1,8013,10
2036,5,1,8013,357
2036,6,1,8013,3204
2036,1,1,8014,10
2036,2,1,8014,10
2036,3,1,8014,212
2036,4,1,8014,0
2036,5,1,8014,39
2036,6,1,8014,360
2036,1,1,8019,1
2036,2,1,8019,1
2036,3,1,8019,46
2036,4,1,8019,1
2036,5,1,8019,7
2036,6,1,8019,63
2036,1,1,8031,130
2036,2,1,8031,217
2036,3,1,8031,2816
2036,4,1,8031,31
2036,5,1,8031,525
2036,6,1,8031,6137
2036,1,1,8035,89
2036,2,1,8035,122
2036,3,1,8035,2166
2036,4,1,8035,6
2036,5,1,8035,404
2036,6,1,8035,3888
2036,1,1,8039,5
2036,2,1,8039,10
2036,3,1,8039,220
2036,4,1,8039,1
2036,5,1,8039,22
2036,6,1,8039,233
2036,1,1,8047,0
2036,2,1,8047,0
2036,3,1,8047,15
2036,4,1,8047,0
2036,5,1,8047,2
2036,6,1,8047,12
2036,1,1,8059,107
2036,2,1,8059,135
2036,3,1,8059,2907
2036,4,1,8059,11
2036,5,1,8059,569
2036,6,1,8059,4889
2036,1,1,8123,3
2036,2,1,8123,12
2036,3,1,8123,342
2036,4,1,8123,1
2036,5,1,8123,37
2036,6,1,8123,338
2037,1,1,8001,305
2037,2,1,8001,442
2037,3,1,8001,9123
2037,4,1,8001,46
2037,5,1,8001,1327
2037,6,1,8001,6543
2037,1,1,8005,107
2037,2,1,8005,193
2037,3,1,8005,2990
2037,4,1,8005,18
2037,5,1,8005,707
2037,6,1,8005,13381
2037,1,1,8013,86
2037,2,1,8013,100
2037,3,1,8013,1345
2037,4,1,8013,10
2037,5,1,8013,357
2037,6,1,8013,3195
2037,1,1,8014,10
2037,2,1,8014,10
2037,3,1,8014,212
2037,4,1,8014,0
2037,5,1,8014,39
2037,6,1,8014,359
2037,1,1,8019,1
2037,2,1,8019,1
2037,3,1,8019,45
2037,4,1,8019,1
2037,5,1,8019,7
2037,6,1,8019,63
2037,1,1,8031,130
2037,2,1,8031,217
2037,3,1,8031,2829
2037,4,1,8031,31
2037,5,1,8031,529
2037,6,1,8031,6174
2037,1,1,8035,89
2037,2,1,8035,122
2037,3,1,8035,2175
2037,4,1,8035,6
2037,5,1,8035,406
2037,6,1,8035,3901
2037,1,1,8039,5
2037,2,1,8039,10
2037,3,1,8039,223
2037,4,1,8039,1
2037,5,1,8039,22
2037,6,1,8039,232
2037,1,1,8047,0
2037,2,1,8047,0
2037,3,1,8047,15
2037,4,1,8047,0
2037,5,1,8047,2
2037,6,1,8047,12
2037,1,1,8059,107
2037,2,1,8059,134
2037,3,1,8059,2898
2037,4,1,8059,11
2037,5,1,8059,566
2037,6,1,8059,4862
2037,1,1,8123,3
2037,2,1,8123,12
2037,3,1,8123,342
2037,4,1,8123,1
2037,5,1,8123,37
2037,6,1,8123,339
2038,1,1,8001,313
2038,2,1,8001,453
2038,3,1,8001,9309
2038,4,1,8001,48
2038,5,1,8001,1367
2038,6,1,8001,6644
2038,1,1,8005,109
2038,2,1,8005,192
2038,3,1,8005,2988
2038,4,1,8005,16
2038,5,1,8005,704
2038,6,1,8005,13609
2038,1,1,8013,85
2038,2,1,8013,100
2038,3,1,8013,1345
2038,4,1,8013,10
2038,5,1,8013,354
2038,6,1,8013,3179
2038,1,1,8014,10
2038,2,1,8014,10
2038,3,1,8014,211
2038,4,1,8014,0
2038,5,1,8014,39
2038,6,1,8014,358
2038,1,1,8019,1
2038,2,1,8019,1
2038,3,1,8019,45
2038,4,1,8019,1
2038,5,1,8019,7
2038,6,1,8019,62
2038,1,1,8031,130
2038,2,1,8031,218
2038,3,1,8031,2846
2038,4,1,8031,31
2038,5,1,8031,529
2038,6,1,8031,6206
2038,1,1,8035,88
2038,2,1,8035,124
2038,3,1,8035,2193
2038,4,1,8035,7
2038,5,1,8035,410
2038,6,1,8035,3934
2038,1,1,8039,5
2038,2,1,8039,10
2038,3,1,8039,226
2038,4,1,8039,1
2038,5,1,8039,23
2038,6,1,8039,241
2038,1,1,8047,0
2038,2,1,8047,0
2038,3,1,8047,15
2038,4,1,8047,0
2038,5,1,8047,2
2038,6,1,8047,12
2038,1,1,8059,107
2038,2,1,8059,133
2038,3,1,8059,2890
2038,4,1,8059,11
2038,5,1,8059,565
2038,6,1,8059,4843
2038,1,1,8123,3
2038,2,1,8123,12
2038,3,1,8123,341
2038,4,1,8123,1
2038,5,1,8123,37
2038,6,1,8123,345
2039,1,1,8001,320
2039,2,1,8001,455
2039,3,1,8001,9500
2039,4,1,8001,49
2039,5,1,8001,1378
2039,6,1,8001,6750
2039,1,1,8005,110
2039,2,1,8005,204
2039,3,1,8005,2988
2039,4,1,8005,16
2039,5,1,8005,725
2039,6,1,8005,13852
2039,1,1,8013,84
2039,2,1,8013,100
2039,3,1,8013,1345
2039,4,1,8013,10
2039,5,1,8013,355
2039,6,1,8013,3169
2039,1,1,8014,9
2039,2,1,8014,10
2039,3,1,8014,210
2039,4,1,8014,0
2039,5,1,8014,39
2039,6,1,8014,357
2039,1,1,8019,1
2039,2,1,8019,1
2039,3,1,8019,44
2039,4,1,8019,1
2039,5,1,8019,7
2039,6,1,8019,62
2039,1,1,8031,130
2039,2,1,8031,218
2039,3,1,8031,2874
2039,4,1,8031,31
2039,5,1,8031,537
2039,6,1,8031,6233
2039,1,1,8035,90
2039,2,1,8035,124
2039,3,1,8035,2209
2039,4,1,8035,7
2039,5,1,8035,409
2039,6,1,8035,3969
2039,1,1,8039,5
2039,2,1,8039,10
2039,3,1,8039,226
2039,4,1,8039,1
2039,5,1,8039,24
2039,6,1,8039,243
2039,1,1,8047,0
2039,2,1,8047,0
2039,3,1,8047,14
2039,4,1,8047,0
2039,5,1,8047,2
2039,6,1,8047,12
2039,1,1,8059,107
2039,2,1,8059,131
2039,3,1,8059,2871
2039,4,1,8059,11
2039,5,1,8059,563
2039,6,1,8059,4816
2039,1,1,8123,3
2039,2,1,8123,12
2039,3,1,8123,340
2039,4,1,8123,1
2039,5,1,8123,37
2039,6,1,8123,343
2040,1,1,8001,324
2040,2,1,8001,457
2040,3,1,8001,9691
2040,4,1,8001,50
2040,5,1,8001,1417
2040,6,1,8001,6854
2040,1,1,8005,115
2040,2,1,8005,211
2040,3,1,8005,2998
2040,4,1,8005,16
2040,5,1,8005,723
2040,6,1,8005,14106
2040,1,1,8013,83
2040,2,1,8013,100
2040,3,1,8013,1337
2040,4,1,8013,10
2040,5,1,8013,355
2040,6,1,8013,3160
2040,1,1,8014,9
2040,2,1,8014,12
2040,3,1,8014,205
2040,4,1,8014,0
2040,5,1,8014,39
2040,6,1,8014,356
2040,1,1,8019,1
2040,2,1,8019,1
2040,3,1,8019,44
2040,4,1,8019,1
2040,5,1,8019,7
2040,6,1,8019,62
2040,1,1,8031,131
2040,2,1,8031,218
2040,3,1,8031,2901
2040,4,1,8031,31
2040,5,1,8031,543
2040,6,1,8031,6272
2040,1,1,8035,89
2040,2,1,8035,126
2040,3,1,8035,2225
2040,4,1,8035,7
2040,5,1,8035,410
2040,6,1,8035,3986
2040,1,1,8039,5
2040,2,1,8039,10
2040,3,1,8039,226
2040,4,1,8039,1
2040,5,1,8039,24
2040,6,1,8039,243
2040,1,1,8047,0
2040,2,1,8047,0
2040,3,1,8047,14
2040,4,1,8047,0
2040,5,1,8047,2
2040,6,1,8047,12
2040,1,1,8059,107
2040,2,1,8059,130
2040,3,1,8059,2852
2040,4,1,8059,11
2040,5,1,8059,557
2040,6,1,8059,4785
2040,1,1,8123,3
2040,2,1,8123,12
2040,3,1,8123,340
2040,4,1,8123,1
2040,5,1,8123,37
2040,6,1,8123,343
2011,1,0,8001,14160
2011,2,0,8001,2527
2011,3,0,8001,66355
2011,4,0,8001,14130
2011,5,0,8001,23389
2011,6,0,8001,59546
2011,1,0,8005,21824
2011,2,0,8005,5234
2011,3,0,8005,50723
2011,4,0,8005,23110
2011,5,0,8005,39545
2011,6,0,8005,179092
2011,1,0,8013,16984
2011,2,0,8013,3909
2011,3,0,8013,32950
2011,4,0,8013,15116
2011,5,0,8013,21360
2011,6,0,8013,82522
2011,1,0,8014,1878
2011,2,0,8014,402
2011,3,0,8014,7723
2011,4,0,8014,2768
2011,5,0,8014,6399
2011,6,0,8014,16280
2011,1,0,8019,219
2011,2,0,8019,508
2011,3,0,8019,1028
2011,4,0,8019,442
2011,5,0,8019,344
2011,6,0,8019,629
2011,1,0,8031,30518
2011,2,0,8031,8125
2011,3,0,8031,108937
2011,4,0,8031,38354
2011,5,0,8031,45323
2011,6,0,8031,255501
2011,1,0,8035,9727
2011,2,0,8035,2803
2011,3,0,8035,19034
2011,4,0,8035,11557
2011,5,0,8035,19646
2011,6,0,8035,58737
2011,1,0,8039,14
2011,2,0,8039,10
2011,3,0,8039,307
2011,4,0,8039,32
2011,5,0,8039,117
2011,6,0,8039,231
2011,1,0,8047,115
2011,2,0,8047,3196
2011,3,0,8047,269
2011,4,0,8047,129
2011,5,0,8047,2072
2011,6,0,8047,783
2011,1,0,8059,17718
2011,2,0,8059,6379
2011,3,0,8059,50933
2011,4,0,8059,21380
2011,5,0,8059,36475
2011,6,0,8059,117410
2011,1,0,8123,1130
2011,2,0,8123,358
2011,3,0,8123,8487
2011,4,0,8123,977
2011,5,0,8123,1629
2011,6,0,8123,3955
2012,1,0,8001,14669
2012,2,0,8001,2606
2012,3,0,8001,68633
2012,4,0,8001,14662
2012,5,0,8001,24215
2012,6,0,8001,62295
2012,1,0,8005,22371
2012,2,0,8005,5263
2012,3,0,8005,50906
2012,4,0,8005,23623
2012,5,0,8005,40469
2012,6,0,8005,182284
2012,1,0,8013,17210
2012,2,0,8013,3896
2012,3,0,8013,33969
2012,4,0,8013,15573
2012,5,0,8013,21809
2012,6,0,8013,84384
2012,1,0,8014,2009
2012,2,0,8014,402
2012,3,0,8014,8232
2012,4,0,8014,2955
2012,5,0,8014,6814
2012,6,0,8014,17387
